frequency (cm^-1),IR intensity,eda_syn.out,eda_anti.out,molecule 1
1655.203237,2.448981,0.841655,1.607326,2.448981
1655.656618,2.490092,0.856216,1.633876,2.490092
1657.230264,2.641776,0.910199,1.731577,2.641776
1657.683645,2.688245,0.926817,1.761428,2.688245
1659.257291,2.860127,0.988600,1.871527,2.860127
1659.710672,2.912917,1.007674,1.905244,2.912917
1661.284318,3.108716,1.078805,2.029912,3.108716
1661.737699,3.169019,1.100833,2.068186,3.169019
1663.311345,3.393351,1.183263,2.210088,3.393351
1663.763204,3.462414,1.208790,2.253624,3.462414
1663.764726,3.462650,1.208877,2.253773,3.462650
1665.338372,3.721301,1.305091,2.416210,3.721301
1665.791754,3.801468,1.335103,2.466365,3.801468
1667.365399,4.101766,1.448302,2.653463,4.101766
1667.818781,4.195184,1.483762,2.711422,4.195184
1669.392426,4.546524,1.618131,2.928393,4.546524
1669.845808,4.656265,1.660420,2.995846,4.656265
1671.419454,5.070844,1.821499,3.249345,5.070844
1671.872835,5.200927,1.872462,3.328465,5.200927
1673.446481,5.694808,2.067713,3.627095,5.694808
1673.899862,5.850561,2.129853,3.720708,5.850561
1675.473508,6.445238,2.369500,4.075738,6.445238
1675.926889,6.633852,2.446279,4.187573,6.633852
1677.500535,7.358602,2.744616,4.613986,7.358602
1677.953916,7.589965,2.840929,4.749036,7.589965
1679.527562,8.485488,3.218409,5.267079,8.485488
1679.980943,8.773505,3.341352,5.432153,8.773505
1681.554589,9.897913,3.828224,6.069689,9.897913
1682.007970,10.262792,3.988545,6.274246,10.262792
1683.581616,11.703017,4.632599,7.070418,11.703017
1684.034997,12.176139,4.848246,7.327893,12.176139
1685.608643,14.076189,5.737131,8.339058,14.076189
1686.062024,14.713612,6.044529,8.669082,14.713612
1687.635670,17.358077,7.378622,9.979455,17.358077
1688.089051,18.280568,7.868358,10.412211,18.280568
1689.662697,22.323905,10.165776,12.158129,22.323905
1690.116078,23.815984,11.070166,12.745817,23.815984
1691.689724,30.755287,15.565909,15.189377,30.755287
1692.143105,33.432382,17.388806,16.043576,33.432382
1693.716751,46.186739,26.376504,19.810234,46.186739
1694.170132,51.123338,29.907660,21.215678,51.123338
1694.573633,56.097165,33.464597,22.632568,56.097165
1695.743778,74.095135,46.173506,27.921629,74.095135
1696.197159,82.683058,52.090563,30.592494,82.683058
1697.770805,120.521581,76.593338,43.928243,120.521581
1698.224186,133.861644,84.537191,49.324454,133.861644
1699.797832,188.051106,112.410517,75.640589,188.051106
1700.251213,205.448322,119.611928,85.836394,205.448322
1701.824859,267.485919,135.653014,131.832904,267.485919
1702.278240,284.799263,136.597586,148.201677,284.799263
1703.851886,339.939328,125.915102,214.024226,339.939328
1704.305267,354.246322,119.611209,234.635113,354.246322
1705.878913,395.545261,92.672473,302.872788,395.545261
1706.332294,403.376691,84.535752,318.840939,403.376691
1707.905940,404.450357,58.550450,345.899907,404.450357
1708.359321,395.595380,52.088405,343.506975,395.595380
1709.932967,336.802384,33.929901,302.872484,336.802384
1710.386348,314.535137,29.904781,284.630356,314.535137
1711.959994,233.539187,19.515570,214.023617,233.539187
1712.413375,211.286010,17.385204,193.900806,211.286010
1713.987021,143.952301,12.120311,131.831990,143.952301
1714.440402,127.909087,11.065840,116.843247,127.909087
1716.014048,84.057589,8.418219,75.639369,84.057589
1716.467429,74.557651,7.863305,66.694346,74.557651
1718.041075,50.302761,6.376044,43.926717,50.302761
1718.494456,45.347625,6.038748,39.308877,45.347625
1720.068102,32.993613,5.073817,27.919796,32.993613
1720.521483,30.470351,4.841733,25.628618,30.470351
1722.095129,23.960310,4.152216,19.808093,23.960310
1722.548510,22.548570,3.981298,18.567273,22.548570
1724.122156,18.650655,3.463728,15.186927,18.650655
1724.575537,17.741343,3.333366,14.407977,17.741343
1725.384063,16.292371,3.118547,13.173825,16.292371
1726.149183,15.089289,2.933920,12.155369,15.089289
1726.602564,14.441030,2.832200,11.608830,14.441030
1728.176210,12.494015,2.517632,9.976383,12.494015
1728.629591,12.006788,2.436804,9.569984,12.006788
1730.203237,10.520539,2.184866,8.335673,10.520539
1730.656618,10.143576,2.119626,8.023951,10.143576
1732.230264,8.981583,1.914864,7.066719,8.981583
1732.683645,8.683926,1.861478,6.822447,8.683926
1734.257291,7.758567,1.692894,6.065673,7.758567
1734.710672,7.519549,1.648674,5.870875,7.519549
1736.284318,6.771018,1.508274,5.262744,6.771018
1736.737699,6.576273,1.471248,5.105024,6.576273
1738.311345,5.962448,1.353118,4.609330,5.962448
1738.764726,5.801731,1.321815,4.479916,5.801731
1740.338372,5.292264,1.221504,4.070759,5.292264
1740.791754,5.158118,1.194808,3.963310,5.158118
1742.365399,4.730712,1.108922,3.621790,4.730712
1742.818781,4.617607,1.085975,3.531632,4.617607
1744.392426,4.255596,1.011885,3.243711,4.255596
1744.845808,4.159366,0.992020,3.167346,4.159366
1746.419454,3.850097,0.927669,2.922427,3.850097
1746.872835,3.767552,0.910359,2.857193,3.767552
1748.446481,3.501282,0.854119,2.647163,3.501282
1748.899862,3.429953,0.838945,2.591007,3.429953
1750.473508,3.199083,0.789511,2.409571,3.199083
1750.926889,3.137030,0.776138,2.360892,3.137030
1752.500535,2.935567,0.732459,2.203108,2.935567
1752.953916,2.881254,0.720613,2.160640,2.881254
1754.527562,2.704418,0.681832,2.022586,2.704418
1754.980943,2.656610,0.671290,1.985320,2.656610
1756.194493,2.534970,0.644354,1.890617,2.534970
1756.554589,2.500554,0.636702,1.863851,2.500554
1757.007970,2.458256,0.627280,1.830975,2.458256
1758.581616,2.319853,0.596306,1.723547,2.319853
1759.034997,2.282252,0.587851,1.694400,2.282252
1760.608643,2.158944,0.560005,1.598939,2.158944
1761.062024,2.125369,0.552390,1.572979,2.125369
1762.635670,2.015043,0.527266,1.487777,2.015043
1763.089051,1.984943,0.520384,1.464559,1.984943
1764.662697,1.885844,0.497641,1.388203,1.885844
1765.116078,1.858755,0.491401,1.367355,1.858755
1766.689724,1.769414,0.470748,1.298666,1.769414
1767.143105,1.744950,0.465073,1.279878,1.744950
1768.716751,1.664131,0.446263,1.217868,1.664131
1769.170132,1.641965,0.441087,1.200877,1.641965
1770.743778,1.568621,0.423909,1.144712,1.568621
1771.197159,1.548474,0.419176,1.129298,1.548474
1772.770805,1.481717,0.403448,1.078268,1.481717
1773.224186,1.463352,0.399109,1.064243,1.463352
1774.797832,1.402418,0.384673,1.017745,1.402418
1775.251213,1.385633,0.380686,1.004947,1.385633
1776.824859,1.329869,0.367407,0.962463,1.329869
1777.278240,1.314489,0.363735,0.950754,1.314489
1778.851886,1.263330,0.351492,0.911837,1.263330
1780.878913,1.202158,0.336795,0.865363,1.202158
1782.905940,1.145797,0.323195,0.822603,1.145797
1787.004922,1.044596,0.298630,0.745966,1.044596
1817.815352,0.609191,0.190838,0.418353,0.609191
1848.625782,0.431943,0.146705,0.285238,0.431943
1879.436212,0.351772,0.128375,0.223397,0.351772
1910.246641,0.321260,0.124693,0.196567,0.321260
1941.057071,0.326093,0.133015,0.193078,0.326093
1971.867501,0.367892,0.155596,0.212296,0.367892
2002.677930,0.465165,0.201012,0.264153,0.465165
2033.488360,0.673437,0.292507,0.380931,0.673437
2064.298790,1.173848,0.501558,0.672290,1.173848
2069.442300,1.320696,0.561042,0.759654,1.320696
2071.469327,1.386963,0.587655,0.799308,1.386963
2073.496354,1.458770,0.616341,0.842429,1.458770
2075.523381,1.536743,0.647317,0.889426,1.536743
2077.550408,1.621603,0.680831,0.940772,1.621603
2077.888660,1.636490,0.686690,0.949801,1.636490
2079.577435,1.714177,0.717165,0.997012,1.714177
2079.915687,1.730441,0.723524,1.006916,1.730441
2081.604462,1.815421,0.756641,1.058780,1.815421
2081.942714,1.833236,0.763560,1.069676,1.833236
2083.631489,1.926447,0.799629,1.126817,1.926447
2083.969741,1.946014,0.807174,1.138840,1.946014
2085.658516,2.048546,0.846556,1.201991,2.048546
2085.996768,2.070102,0.854803,1.215299,2.070102
2087.685543,2.183236,0.897912,1.285325,2.183236
2088.023795,2.207059,0.906952,1.300108,2.207059
2089.712570,2.332302,0.954269,1.378033,2.332302
2090.050822,2.358719,0.964205,1.394514,2.358719
2091.739597,2.497857,1.016294,1.481563,2.497857
2092.077849,2.527259,1.027249,1.500010,2.527259
2093.766624,2.682419,1.084767,1.597652,2.682419
2094.104876,2.715272,1.096884,1.618388,2.715272
2095.109219,2.816579,1.134114,1.682465,2.816579
2095.793651,2.889009,1.160610,1.728400,2.889009
2096.131903,2.925873,1.174057,1.751817,2.925873
2097.820678,3.121271,1.244910,1.876361,3.121271
2098.158930,3.162827,1.259889,1.902938,3.162827
2099.847705,3.383640,1.338968,2.044672,3.383640
2100.185957,3.430718,1.355719,2.074999,3.430718
2101.874732,3.681550,1.444339,2.237211,3.681550
2102.212984,3.735174,1.463151,2.272023,3.735174
2103.901759,4.021728,1.562903,2.458825,4.021728
2104.240011,4.083170,1.584126,2.499045,4.083170
2105.928786,4.412569,1.696942,2.715626,4.412569
2106.267038,4.483428,1.721004,2.762423,4.483428
2107.955814,4.864668,1.849257,3.015411,4.864668
2108.294065,4.946974,1.876685,3.070289,4.946974
2109.982841,5.391549,2.023304,3.368245,5.391549
2110.321092,5.487910,2.054752,3.433158,5.487910
2112.009868,6.010690,2.223395,3.787295,6.010690
2112.348119,6.124502,2.259682,3.864820,6.124502
2114.036895,6.744997,2.454960,4.290037,6.744997
2114.375146,6.880751,2.497126,4.383625,6.880751
2116.063922,7.624962,2.724912,4.900050,7.624962
2116.402174,7.788690,2.774287,5.014403,7.788690
2118.090949,8.691876,3.042154,5.649721,8.691876
2118.429201,8.891831,3.100466,5.791366,8.891831
2120.117976,10.002759,3.418310,6.584448,10.002759
2120.456228,10.250480,3.487830,6.762650,10.250480
2122.145003,11.638191,3.868768,7.769423,11.638191
2122.483255,11.950236,3.952529,7.997707,11.950236
2124.172030,13.715875,4.414228,9.301647,13.715875
2124.510282,14.117112,4.516351,9.600761,14.117112
2125.919649,16.000018,4.982203,11.017816,16.000018
2126.199057,16.419702,5.083035,11.336667,16.419702
2126.537309,16.951537,5.209223,11.742315,16.951537
2128.226084,20.082844,5.914781,14.168062,20.082844
2128.564336,20.829134,6.073096,14.756038,20.829134
2130.253111,25.450357,6.966066,18.484292,25.450357
2130.591363,26.615709,7.168210,19.447499,26.615709
2132.280138,34.381468,8.320474,26.060994,34.381468
2132.618390,36.469287,8.584203,27.885083,36.469287
2134.307165,51.122271,10.109732,41.012538,51.122271
2134.645417,55.163478,10.464808,44.698671,55.163478
2136.334192,83.208756,12.574104,70.634651,83.208756
2136.672444,90.706244,13.081310,77.624934,90.706244
2138.361219,139.382080,16.258819,123.123261,139.382080
2138.699471,151.481629,17.069886,134.411742,151.481629
2140.388246,222.465310,22.568024,199.897286,222.465310
2140.726498,238.309560,24.071337,214.238223,238.309560
2142.415273,317.745035,34.855264,282.889771,317.745035
2142.753525,332.148801,37.887589,294.261212,332.148801
2144.442300,382.483006,59.402121,323.080884,382.483006
2144.780552,387.093741,65.260336,321.833404,387.093741
2146.469327,386.885077,103.995797,282.889280,386.885077
2146.807579,384.099203,113.763116,270.336087,384.099203
2148.496354,371.587783,171.691478,199.896305,371.587783
2148.834606,370.518100,184.707096,185.811003,370.518100
2150.523381,372.919242,249.797452,123.121789,372.919242
2150.861633,373.949040,261.397309,112.551731,373.949040
2152.550408,368.016449,297.383760,70.632688,368.016449
2152.888660,362.829435,298.536450,64.292985,362.829435
2154.577435,312.915113,271.905029,41.010084,312.915113
2154.915687,299.125570,261.397067,37.728502,299.125570
2156.604462,224.016617,197.958569,26.058048,224.016617
2156.730079,218.450743,193.018514,25.432229,218.450743
2156.942714,209.137744,184.706613,24.431131,209.137744
2158.631489,142.674545,124.193693,18.480852,142.674545
2158.969741,131.365461,113.762391,17.603071,131.365461
2160.658516,85.883004,71.718874,14.164130,85.883004
2160.996768,78.874550,65.259368,13.615181,78.874550
2162.685543,52.624888,41.292649,11.332240,52.624888
2163.023795,48.834302,37.886379,10.947923,48.834302
2164.712570,35.052238,25.755514,9.296724,35.052238
2165.050822,33.081146,24.069884,9.011262,33.081146
2166.739597,25.722316,17.958313,7.764003,25.722316
2167.077849,24.613377,17.068191,7.545186,24.613377
2168.766624,20.201288,13.622757,6.578531,20.201288
2169.104876,19.486517,13.079371,6.407146,19.486517
2170.793651,16.480834,10.837530,5.643304,16.480834
2171.131903,15.969312,10.462626,5.506686,15.969312
2172.820678,13.751371,8.858238,4.893133,13.751371
2173.158930,13.364335,8.581778,4.782557,13.364335
2174.847705,11.659167,7.376550,4.282617,11.659167
2175.185957,11.357453,7.165541,4.191912,11.357453
2176.874732,10.014282,6.234912,3.779370,10.014282
2177.212984,9.774259,6.070181,3.704078,9.774259
2178.901759,8.696828,5.337013,3.359815,8.696828
2179.240011,8.502714,5.206063,3.296651,8.502714
2180.928786,7.625150,4.618677,3.006473,7.625150
2181.267038,7.465925,4.512945,2.952980,7.465925
2182.955814,6.741599,4.035422,2.706178,6.741599
2183.294065,6.609364,3.948877,2.660487,6.609364
2184.982841,6.004497,3.555633,2.448864,6.004497
2185.321092,5.893466,3.483931,2.409535,5.893466
2187.009868,5.383103,3.156367,2.226735,5.383103
2187.348119,5.288963,3.096319,2.192644,5.288963
2187.540508,5.236529,3.062926,2.173604,5.236529
2189.036895,4.854346,2.820667,2.033678,4.854346
2189.375146,4.773829,2.769892,2.003937,4.773829
2191.063922,4.400638,2.535790,1.864848,4.400638
2191.402174,4.331230,2.492482,1.838749,4.331230
2193.090949,4.008383,2.292019,1.716364,4.008383
2193.429201,3.948125,2.254788,1.693337,3.948125
2195.117976,3.666932,2.081841,1.585091,3.666932
2195.456228,3.614280,2.049606,1.564674,3.614280
2197.145003,3.367852,1.899379,1.468473,3.367852
2197.483255,3.321574,1.871287,1.450287,3.321574
2199.172030,3.104392,1.739980,1.364412,3.104392
2199.510282,3.063496,1.715354,1.348143,3.063496
2201.199057,2.871097,1.599928,1.271168,2.871097
2201.537309,2.834778,1.578221,1.256557,2.834778
2203.226084,2.663518,1.476222,1.187296,2.663518
2203.564336,2.631115,1.456991,1.174124,2.631115
2205.253111,2.477999,1.366419,1.111580,2.477999
2205.591363,2.448968,1.349303,1.099665,2.448968
2207.280138,2.311513,1.268516,1.042998,2.311513
2207.618390,2.285401,1.253216,1.032185,2.285401
2209.307165,2.161536,1.180856,0.980680,2.161536
2209.645417,2.137962,1.167125,0.970837,2.137962
2211.334192,2.025948,1.102062,0.923886,2.025948
2211.672444,2.004593,1.089692,0.914900,2.004593
2213.361219,1.902960,1.030978,0.871982,1.902960
2213.699471,1.883553,1.019796,0.863757,1.883553
2215.388246,1.791054,0.966631,0.824422,1.791054
2215.726498,1.773365,0.956490,0.816875,1.773365
2217.415273,1.688933,0.908198,0.780735,1.688933
2217.753525,1.672764,0.898972,0.773792,1.672764
2218.350938,1.644782,0.883022,0.761760,1.644782
2219.442300,1.595485,0.854976,0.740510,1.595485
2219.780552,1.580667,0.846558,0.734109,1.580667
2221.807579,1.496138,0.798662,0.697476,1.496138
2223.834606,1.418368,0.754779,0.663589,1.418368
2225.861633,1.346652,0.714473,0.632179,1.346652
2227.888660,1.280376,0.677366,0.603010,1.280376
2249.161368,0.808768,0.417654,0.391114,0.808768
2279.971798,0.487264,0.245828,0.241436,0.487264
2310.782227,0.329983,0.163813,0.166170,0.329983
2341.592657,0.241181,0.118289,0.122892,0.241181
2372.403087,0.186033,0.090377,0.095655,0.186033
2403.213516,0.149398,0.072023,0.077375,0.149398
2434.023946,0.123834,0.059322,0.064512,0.123834
2464.834376,0.105338,0.050196,0.055142,0.105338
2495.644805,0.091610,0.043461,0.048149,0.091610
2526.455235,0.081260,0.038408,0.042852,0.081260
2557.265665,0.073424,0.034596,0.038828,0.073424
2588.076095,0.067562,0.031752,0.035810,0.067562
2618.886524,0.063355,0.029713,0.033642,0.063355
2649.696954,0.060651,0.028400,0.032251,0.060651
2680.507384,0.059459,0.027811,0.031648,0.059459
2711.317813,0.059979,0.028039,0.031940,0.059979
2742.128243,0.062704,0.029317,0.033387,0.062704
2772.938673,0.068661,0.032136,0.036525,0.068661
2803.749102,0.080042,0.037549,0.042493,0.080042
2834.559532,0.102048,0.048083,0.053965,0.102048
2864.977820,0.148946,0.070771,0.078175,0.148946
2865.369962,0.149868,0.071220,0.078648,0.149868
2867.004847,0.153840,0.073156,0.080684,0.153840
2867.123080,0.154135,0.073300,0.080835,0.154135
2869.031874,0.159075,0.075711,0.083364,0.159075
2869.150107,0.159392,0.075866,0.083526,0.159392
2871.058901,0.164687,0.078454,0.086233,0.164687
2871.177134,0.165027,0.078620,0.086407,0.165027
2873.085928,0.170713,0.081403,0.089310,0.170713
2873.204161,0.171079,0.081582,0.089496,0.171079
2875.112955,0.177198,0.084583,0.092616,0.177198
2875.231188,0.177592,0.084776,0.092816,0.177592
2877.139982,0.184192,0.088018,0.096174,0.184192
2877.258215,0.184617,0.088227,0.096390,0.184617
2879.167009,0.191752,0.091737,0.100014,0.191752
2879.285242,0.192211,0.091964,0.100248,0.192211
2881.194036,0.199944,0.095776,0.104167,0.199944
2881.312269,0.200443,0.096023,0.104420,0.200443
2881.562700,0.201507,0.096548,0.104959,0.201507
2883.005700,0.207863,0.099689,0.108174,0.207863
2883.221063,0.208845,0.100174,0.108670,0.208845
2883.339296,0.209387,0.100443,0.108945,0.209387
2883.589727,0.210546,0.101016,0.109530,0.210546
2885.032727,0.217472,0.104446,0.113026,0.217472
2885.248090,0.218544,0.104978,0.113566,0.218544
2885.366323,0.219136,0.105271,0.113865,0.219136
2885.616754,0.220401,0.105899,0.114503,0.220401
2887.059754,0.227973,0.109658,0.118315,0.227973
2887.275117,0.229146,0.110241,0.118905,0.229146
2887.393350,0.229795,0.110563,0.119231,0.229795
2887.643781,0.231180,0.111252,0.119928,0.231180
2889.086781,0.239486,0.115387,0.124099,0.239486
2889.302144,0.240774,0.116029,0.124745,0.240774
2889.420377,0.241487,0.116384,0.125103,0.241487
2889.670808,0.243010,0.117144,0.125867,0.243010
2891.113808,0.252154,0.121709,0.130445,0.252154
2891.329171,0.253575,0.122419,0.131156,0.253575
2891.447404,0.254361,0.122812,0.131549,0.254361
2891.697835,0.256042,0.123653,0.132389,0.256042
2893.140835,0.266149,0.128714,0.137435,0.266149
2893.356198,0.267722,0.129503,0.138219,0.267722
2893.474431,0.268593,0.129939,0.138653,0.268593
2893.724862,0.270455,0.130874,0.139581,0.270455
2895.167862,0.281676,0.136512,0.145164,0.281676
2895.383225,0.283425,0.137392,0.146033,0.283425
2895.501458,0.284394,0.137880,0.146514,0.284394
2895.751889,0.286467,0.138924,0.147544,0.286467
2896.180392,0.290081,0.140744,0.149337,0.290081
2897.194889,0.298983,0.145235,0.153748,0.298983
2897.410252,0.300939,0.146223,0.154716,0.300939
2897.528485,0.302022,0.146770,0.155252,0.302022
2897.778916,0.304342,0.147943,0.156399,0.304342
2899.221916,0.318376,0.155048,0.163328,0.318376
2899.437279,0.320573,0.156163,0.164411,0.320573
2899.555512,0.321792,0.156781,0.165011,0.321792
2899.805943,0.324401,0.158105,0.166296,0.324401
2901.248943,0.340228,0.166153,0.174075,0.340228
2901.464306,0.342713,0.167419,0.175294,0.342713
2901.582539,0.344091,0.168122,0.175970,0.344091
2901.832970,0.347044,0.169627,0.177417,0.347044
2903.275970,0.365008,0.178806,0.186203,0.365008
2903.491334,0.367836,0.180254,0.187583,0.367836
2903.609566,0.369406,0.181057,0.188348,0.369406
2903.859997,0.372771,0.182782,0.189989,0.372771
2905.302997,0.393305,0.193329,0.199977,0.393305
2905.518361,0.396548,0.194998,0.201550,0.396548
2905.636594,0.398348,0.195925,0.202423,0.398348
2905.887024,0.402212,0.197916,0.204296,0.402212
2907.330024,0.425871,0.210138,0.215733,0.425871
2907.545388,0.429620,0.212079,0.217540,0.429620
2907.663621,0.431703,0.213159,0.218544,0.431703
2907.914051,0.436177,0.215478,0.220699,0.436177
2909.357051,0.463679,0.229777,0.233902,0.463679
2909.572415,0.468054,0.232057,0.235996,0.468054
2909.690648,0.470487,0.233327,0.237160,0.470487
2909.941078,0.475717,0.236057,0.239660,0.475717
2911.384078,0.508009,0.252966,0.255044,0.508009
2911.599442,0.513168,0.255675,0.257493,0.513168
2911.717675,0.516040,0.257185,0.258855,0.516040
2911.968105,0.522220,0.260435,0.261785,0.522220
2913.411105,0.560571,0.280677,0.279895,0.560571
2913.626469,0.566729,0.283937,0.282791,0.566729
2913.744702,0.570160,0.285756,0.284404,0.570160
2913.995132,0.577553,0.289678,0.287876,0.577553
2915.438132,0.623698,0.314250,0.309447,0.623698
2915.653496,0.631149,0.318233,0.312915,0.631149
2915.771729,0.635307,0.320458,0.314849,0.635307
2916.022159,0.644276,0.325261,0.319015,0.644276
2917.465159,0.700639,0.355579,0.345060,0.700639
2917.680523,0.709801,0.360529,0.349272,0.709801
2917.798756,0.714921,0.363297,0.351624,0.714921
2917.897440,0.719245,0.365637,0.353608,0.719245
2918.049186,0.725984,0.369286,0.356698,0.725984
2919.492186,0.796062,0.407422,0.388640,0.796062
2919.707550,0.807546,0.413704,0.393842,0.807546
2919.811820,0.813211,0.416807,0.396405,0.813211
2919.825783,0.813975,0.417225,0.396750,0.813975
2919.924467,0.819411,0.420205,0.399206,0.819411
2920.076214,0.827895,0.424859,0.403036,0.827895
2921.519214,0.917031,0.474083,0.442948,0.917031
2921.734577,0.931806,0.482303,0.449504,0.931806
2921.838847,0.939115,0.486375,0.452740,0.939115
2921.852810,0.940101,0.486925,0.453176,0.940101
2921.951494,0.947127,0.490845,0.456282,0.947127
2922.103241,0.958117,0.496985,0.461132,0.958117
2923.546241,1.075582,0.563340,0.512242,1.075582
2923.761604,1.095459,0.574714,0.520745,1.095459
2923.865874,1.105339,0.580384,0.524954,1.105339
2923.879837,1.106675,0.581152,0.525523,1.106675
2923.978521,1.116208,0.586636,0.529572,1.116208
2924.130268,1.131183,0.595272,0.535911,1.131183
2925.573268,1.296755,0.692684,0.604071,1.296755
2925.788631,1.325891,0.710202,0.615689,1.325891
2925.892901,1.340505,0.719031,0.621474,1.340505
2925.906864,1.342488,0.720231,0.622257,1.342488
2926.005548,1.356684,0.728838,0.627846,1.356684
2926.157295,1.379155,0.742515,0.636640,1.379155
2926.990821,1.518556,0.828731,0.689825,1.518556
2927.600295,1.641633,0.906573,0.735060,1.641633
2927.815658,1.690416,0.937798,0.752618,1.690416
2927.919928,1.715155,0.953703,0.761451,1.715155
2927.933891,1.718526,0.955874,0.762652,1.718526
2928.032575,1.742749,0.971497,0.771252,1.742749
2928.184322,1.781417,0.996517,0.784900,1.781417
2929.627322,2.256542,1.309400,0.947142,2.256542
2929.842685,2.348221,1.370440,0.977781,2.348221
2929.946955,2.394966,1.401601,0.993365,2.394966
2929.960918,2.401347,1.405856,0.995491,2.401347
2930.059602,2.447280,1.436497,1.010783,2.447280
2930.211349,2.520847,1.485600,1.035247,2.520847
2931.654349,3.431970,2.092527,1.339443,3.431970
2931.869712,3.606591,2.208024,1.398567,3.606591
2931.973982,3.695274,2.266539,1.428735,3.695274
2931.987945,3.707359,2.274506,1.432853,3.707359
2932.086629,3.794209,2.331701,1.462508,3.794209
2932.238376,3.932747,2.422730,1.510017,3.932747
2933.077800,4.815723,2.996573,1.819150,4.815723
2933.681376,5.582363,3.485487,2.096877,5.582363
2933.896739,5.884135,3.675513,2.208622,5.884135
2934.001009,6.035673,3.770419,2.265254,6.035673
2934.014972,6.056235,3.783270,2.272965,6.056235
2934.113656,6.203384,3.875049,2.328335,6.203384
2934.265403,6.435883,4.019396,2.416487,6.435883
2935.104827,7.856864,4.883758,2.973106,7.856864
2935.708403,9.012088,5.563345,3.448743,9.012088
2935.886840,9.372686,5.771039,3.601646,9.372686
2935.923766,9.448296,5.814311,3.633984,9.448296
2936.028036,9.663543,5.936962,3.726581,9.663543
2936.041999,9.692557,5.953433,3.739124,9.692557
2936.140683,9.898849,6.070119,3.828730,9.898849
2936.292430,10.220053,6.250288,3.969765,10.220053
2937.131854,12.060130,7.242964,4.817165,12.060130
2937.735430,13.402286,7.915028,5.487258,13.402286
2937.913867,13.792669,8.099840,5.692828,13.792669
2937.950793,13.872771,8.137064,5.735708,13.872771
2938.055063,14.097452,8.240108,5.857344,14.097452
2938.069026,14.127356,8.253666,5.873690,14.127356
2938.167710,14.337343,8.347773,5.989570,14.337343
2938.319457,14.655026,8.486248,6.168778,14.655026
2939.158881,16.246881,9.083193,7.163688,16.246881
2939.762457,17.140705,9.293069,7.847637,17.140705
2939.940894,17.353246,9.315263,8.037983,17.353246
2939.977820,17.394004,9.317528,8.076476,17.394004
2940.082090,17.502953,9.319611,8.183341,17.502953
2940.096053,17.516844,9.319407,8.197437,17.516844
2940.194737,17.610251,9.314722,8.295529,17.610251
2940.346484,17.737270,9.296509,8.440760,17.737270
2941.185908,18.058388,8.969589,9.088799,18.058388
2941.755040,17.902549,8.563915,9.338635,17.902549
2941.789484,17.883722,8.535622,9.348099,17.883722
2941.967921,17.769735,8.383353,9.386382,17.769735
2942.004847,17.742765,8.350726,9.392039,17.742765
2942.109117,17.660508,8.256712,9.403796,17.660508
2942.123080,17.648818,8.243921,9.404898,17.648818
2942.221764,17.561752,8.152254,9.409498,17.561752
2942.373511,17.413080,8.007356,9.405724,17.413080
2943.212935,16.310962,7.151796,9.159166,16.310962
2943.782067,15.364748,6.559392,8.805356,15.364748
2943.813720,15.309065,6.526910,8.782155,15.309065
2943.816511,15.304144,6.524050,8.780094,15.304144
2943.994948,14.985907,6.342584,8.643323,14.985907
2944.031874,14.919277,6.305415,8.613862,14.919277
2944.136144,14.729980,6.201267,8.528714,14.729980
2944.150107,14.704518,6.187416,8.517102,14.704518
2944.248791,14.523933,6.090214,8.433719,14.523933
2944.400538,14.244690,5.943295,8.301395,14.244690
2945.239962,12.714663,5.201325,7.513339,12.714663
2945.809094,11.750964,4.783514,6.967450,11.750964
2945.840747,11.700249,4.762608,6.937641,11.700249
2945.843538,11.695794,4.760777,6.935017,11.695794
2946.021975,11.416794,4.647920,6.768874,11.416794
2946.058901,11.360548,4.625614,6.734934,11.360548
2946.163171,11.204628,4.564605,6.640023,11.204628
2946.177134,11.184083,4.556659,6.627424,11.184083
2946.275818,11.041192,4.502024,6.539168,11.041192
2946.427565,10.829678,4.423293,6.406385,10.829678
2947.266989,9.862155,4.108709,5.753446,9.862155
2947.836121,9.427528,4.017548,5.409979,9.427528
2947.867774,9.409080,4.015464,5.393617,9.409080
2947.870565,9.407484,4.015295,5.392188,9.407484
2948.049002,9.315498,4.009647,5.305851,9.315498
2948.085928,9.298968,4.009742,5.289226,9.298968
2948.190198,9.256985,4.012355,5.244629,9.256985
2948.204161,9.251892,4.012969,5.238923,9.251892
2948.302845,9.219487,4.019077,5.200410,9.219487
2948.454592,9.182025,4.034541,5.147484,9.182025
2949.294016,9.252748,4.252700,5.000047,9.252748
2949.863148,9.574585,4.526375,5.048210,9.574585
2949.894801,9.599032,4.544499,5.054534,9.599032
2949.897592,9.601221,4.546111,5.055110,9.601221
2950.076029,9.752248,4.654021,5.098226,9.752248
2950.112955,9.786225,4.677529,5.108696,9.786225
2950.217225,9.887193,4.746058,5.141134,9.887193
2950.231188,9.901275,4.755475,5.145801,9.901275
2950.329872,10.004580,4.823626,5.180955,10.004580
2950.481619,10.176270,4.933820,5.242450,10.176270
2951.321043,11.399136,5.654316,5.744820,11.399136
2951.890175,12.474767,6.236767,6.238000,12.474767
2951.921828,12.539941,6.271037,6.268904,12.539941
2951.924619,12.545713,6.274067,6.271646,12.545713
2952.103056,12.923240,6.470581,6.452659,12.923240
2952.139982,13.003403,6.511899,6.491504,13.003403
2952.244252,13.233405,6.629692,6.603713,13.233405
